"OrderId","OrderDate","CustomerId","ProductId","Quantity","UnitPrice","LineTotal","Channel","Shipped"
"115","2024-12-17","394","160","24","733.82","17611.68","Online","FALSE"
"116","2025-12-12","300","29","19","77.37","1470.03","Online","FALSE"
"117","2024-12-19","235","40","26","999.76","25993.76","Partner","TRUE"
"118","2025-01-27","65","150","21","541.01","11361.21","Direct","TRUE"
"119","2025-11-20","171","99","39","377.94","14739.66","Retail","TRUE"
"120","2026-05-10","359","146","33","157.51","5197.83","Direct","TRUE"
"121","2025-01-21","251","189","11","631.06","6941.66","Partner","FALSE"
"122","2025-06-15","331","191","27","88.53","2390.31","Online","TRUE"
"123","2026-09-05","287","147","29","162.84","4722.36","Partner","TRUE"
"124","2025-12-24","115","80","23","223.6","5142.8","Online","TRUE"
"125","2025-10-24","98","66","37","734.66","27182.42","Partner","TRUE"
"126","2026-05-12","225","98","7","748.2","5237.4","Partner","TRUE"
"127","2024-12-25","129","27","29","453.68","13156.72","Online","FALSE"
"128","2025-11-14","211","17","6","109.35","656.1","Online","TRUE"
"129","2024-10-25","187","134","27","546.96","14767.92","Online","TRUE"
"130","2025-08-05","380","61","32","577.26","18472.32","Online","TRUE"
"131","2024-09-29","400","19","15","1001.82","15027.3","Retail","TRUE"
"132","2025-10-12","461","156","5","41.85","209.25","Direct","TRUE"
"133","2024-10-13","451","4","15","956.8","14352","Online","TRUE"
"134","2025-04-02","165","6","35","1122.96","39303.6","Online","TRUE"
"135","2026-02-15","275","76","31","198.84","6164.04","Direct","TRUE"
"136","2025-02-06","341","122","39","996.92","38879.88","Direct","TRUE"
"137","2026-07-28","348","126","20","926.48","18529.6","Direct","TRUE"
"138","2025-02-23","49","20","15","1183.36","17750.4","Retail","TRUE"
"139","2026-04-07","344","51","21","438.52","9208.92","Direct","FALSE"
"140","2026-07-23","215","195","36","121.36","4368.96","Partner","TRUE"
"141","2025-02-28","104","60","4","54.27","217.08","Direct","FALSE"
"142","2025-11-15","219","16","33","963.38","31791.54","Direct","TRUE"
"143","2025-10-22","163","178","12","296.81","3561.72","Partner","TRUE"
"144","2026-01-23","366","156","11","295.5","3250.5","Direct","TRUE"
"145","2026-06-22","227","182","32","92.5","2960","Online","TRUE"
"146","2026-08-15","349","102","15","217.91","3268.65","Online","FALSE"
"147","2025-01-24","237","108","12","150.59","1807.08","Direct","TRUE"
"148","2026-05-06","484","107","23","839.76","19314.48","Retail","TRUE"
"149","2025-08-17","177","129","13","974.07","12662.91","Online","FALSE"
"150","2025-07-11","230","154","9","1011.82","9106.38","Online","FALSE"
"151","2026-07-06","195","183","20","544.64","10892.8","Direct","TRUE"
"152","2024-12-24","161","79","17","913.74","15533.58","Direct","TRUE"
"153","2025-01-13","136","27","31","1126.74","34928.94","Partner","FALSE"
"154","2024-12-02","488","49","2","350.14","700.28","Online","TRUE"
"155","2026-09-08","281","34","21","382.28","8027.88","Partner","TRUE"
"156","2025-08-18","69","86","1","572.52","572.52","Direct","FALSE"
"157","2026-02-04","359","197","22","1178.29","25922.38","Online","FALSE"
"158","2025-02-22","355","141","26","46.14","1199.64","Partner","FALSE"
"159","2026-06-09","412","71","5","494.43","2472.15","Retail","TRUE"
"160","2026-06-08","465","101","34","687.97","23390.98","Direct","TRUE"
"161","2025-12-13","412","8","31","696.9","21603.9","Online","TRUE"
"162","2025-09-23","401","1","9","759.38","6834.42","Online","FALSE"
"163","2026-08-07","250","92","23","753.95","17340.85","Partner","TRUE"
"164","2025-09-24","77","147","13","253.49","3295.37","Direct","TRUE"
"165","2025-10-25","8","89","25","60.91","1522.75","Direct","TRUE"
"166","2026-08-29","486","171","32","391.69","12534.08","Direct","TRUE"
"167","2025-01-05","170","128","29","1055.88","30620.52","Partner","FALSE"
"168","2025-04-23","37","148","5","595.71","2978.55","Online","TRUE"
"169","2026-04-09","427","29","26","218.67","5685.42","Direct","TRUE"
"170","2025-04-12","391","8","1","98.81","98.81","Online","TRUE"
"171","2026-08-25","283","32","15","1041.63","15624.45","Online","TRUE"
"172","2025-12-27","370","154","22","1160.5","25531","Partner","TRUE"
"173","2026-06-27","226","150","29","170.88","4955.52","Online","TRUE"
"174","2025-12-31","18","188","3","1096.67","3290.01","Online","TRUE"
"175","2026-09-08","392","63","26","140.98","3665.48","Retail","FALSE"
"176","2025-06-07","313","110","24","55.86","1340.64","Direct","TRUE"
"177","2025-11-03","57","107","3","942.45","2827.35","Partner","TRUE"
"178","2025-11-01","82","169","38","34.67","1317.46","Partner","TRUE"
"179","2024-10-16","214","173","11","187.3","2060.3","Retail","TRUE"
"180","2026-02-12","252","79","8","649.21","5193.68","Partner","FALSE"
"181","2025-12-19","226","75","36","352.29","12682.44","Retail","TRUE"
"182","2026-01-23","29","135","9","201.74","1815.66","Partner","TRUE"
"183","2025-05-20","122","81","2","558.41","1116.82","Direct","TRUE"
"184","2025-02-24","381","181","2","1014.12","2028.24","Partner","TRUE"
"185","2025-03-26","65","13","34","409.59","13926.06","Direct","TRUE"
"186","2025-10-01","360","60","12","596.37","7156.44","Direct","TRUE"
"187","2025-12-29","311","21","38","1050.68","39925.84","Retail","TRUE"
"188","2024-12-19","475","120","2","639.23","1278.46","Retail","TRUE"
"189","2026-06-06","496","15","4","655.37","2621.48","Partner","TRUE"
"190","2025-01-26","184","191","34","676.65","23006.1","Online","TRUE"
"191","2025-08-19","208","4","24","673.95","16174.8","Retail","TRUE"
"192","2024-11-08","453","181","27","123.91","3345.57","Retail","TRUE"
"193","2026-03-25","196","98","15","113.73","1705.95","Retail","TRUE"
"194","2026-09-11","343","36","29","914.48","26519.92","Retail","TRUE"
"195","2024-12-26","29","118","35","479.16","16770.6","Direct","TRUE"
"196","2025-09-19","68","49","33","67.98","2243.34","Retail","TRUE"
"197","2024-10-31","209","114","29","743.15","21551.35","Online","TRUE"
"198","2025-08-07","6","6","27","724.91","19572.57","Direct","FALSE"
"199","2024-09-23","201","66","32","24.86","795.52","Retail","TRUE"
"200","2025-12-15","315","45","7","1100.92","7706.44","Retail","TRUE"
"201","2024-11-03","365","123","14","713.94","9995.16","Online","TRUE"
"202","2026-05-26","270","177","26","778.75","20247.5","Retail","TRUE"
"203","2025-01-26","155","100","23","694.31","15969.13","Direct","FALSE"
"204","2025-12-27","331","161","10","335.63","3356.3","Online","TRUE"
"205","2024-12-09","188","42","6","412.16","2472.96","Direct","TRUE"
"206","2026-04-12","475","118","8","162.01","1296.08","Partner","TRUE"
"207","2025-05-31","195","24","5","897.01","4485.05","Partner","TRUE"
"208","2025-02-25","492","172","28","170.92","4785.76","Partner","TRUE"
"209","2026-03-10","281","182","18","437.45","7874.1","Direct","TRUE"
"210","2026-03-20","2","186","20","608.35","12167","Retail","TRUE"
"211","2026-01-01","385","84","7","447.99","3135.93","Partner","TRUE"
"212","2025-02-19","255","5","29","114.29","3314.41","Direct","TRUE"
"213","2025-03-23","218","20","24","1076.44","25834.56","Retail","TRUE"
"214","2026-07-30","279","121","34","1123.06","38184.04","Retail","TRUE"
"215","2025-09-21","172","176","4","305.32","1221.28","Partner","FALSE"
"216","2026-01-07","312","52","26","550.68","14317.68","Partner","TRUE"
"217","2025-08-19","204","50","12","978.16","11737.92","Partner","FALSE"
"218","2026-08-17","75","118","9","864.63","7781.67","Online","TRUE"
"219","2026-06-12","285","94","18","928.24","16708.32","Retail","TRUE"
"220","2025-10-14","413","34","1","84.8","84.8","Online","TRUE"
"221","2025-08-08","439","61","30","706.73","21201.9","Online","TRUE"
"222","2026-01-11","252","37","36","1075.55","38719.8","Direct","TRUE"
"223","2026-06-02","426","76","29","268.07","7774.03","Direct","TRUE"
"224","2025-10-30","312","70","14","886.7","12413.8","Online","TRUE"
"225","2026-01-27","284","38","33","1039.56","34305.48","Online","TRUE"
"226","2026-04-14","167","166","25","303.48","7587","Direct","TRUE"
"227","2026-05-18","222","48","2","933.59","1867.18","Online","TRUE"
"228","2026-05-17","330","110","8","77.18","617.44","Online","FALSE"
"229","2025-08-06","154","171","35","153.55","5374.25","Retail","TRUE"
"230","2025-02-02","28","168","2","1030.53","2061.06","Online","TRUE"
"231","2026-02-22","179","173","34","216.39","7357.26","Partner","TRUE"
"232","2026-06-12","461","92","33","351.09","11585.97","Retail","TRUE"
"233","2025-04-22","140","19","23","659.1","15159.3","Online","FALSE"
"234","2025-03-28","205","162","8","977.94","7823.52","Partner","TRUE"
"235","2025-12-08","54","47","39","651.55","25410.45","Retail","TRUE"
"236","2025-04-23","14","19","2","123.22","246.44","Retail","TRUE"
"237","2026-05-05","64","190","37","665.18","24611.66","Online","TRUE"
"238","2025-11-24","71","118","23","712.31","16383.13","Direct","TRUE"
"239","2025-07-25","178","120","39","923.49","36016.11","Partner","TRUE"
"240","2024-09-21","422","129","1","597.11","597.11","Direct","TRUE"
"241","2025-02-02","342","31","22","701.66","15436.52","Online","FALSE"
"242","2025-05-27","379","47","19","589.95","11209.05","Online","FALSE"
"243","2025-06-08","149","189","34","1054.53","35854.02","Direct","TRUE"
"244","2026-03-05","490","63","29","1052.05","30509.45","Partner","TRUE"
"245","2025-10-01","461","5","19","1088.23","20676.37","Direct","TRUE"
"246","2026-01-23","221","104","16","497.54","7960.64","Online","FALSE"
"247","2026-03-12","406","133","37","1122.87","41546.19","Partner","TRUE"
"248","2025-11-27","417","94","33","143.82","4746.06","Online","TRUE"
"249","2026-08-22","470","107","11","690.15","7591.65","Retail","TRUE"
"250","2025-06-13","43","171","30","136.4","4092","Online","FALSE"
"251","2026-05-24","200","58","13","167.18","2173.34","Direct","TRUE"
"252","2026-05-23","451","158","8","599.99","4799.92","Direct","TRUE"
"253","2025-02-23","139","94","12","984.88","11818.56","Online","TRUE"
"254","2026-04-20","417","25","33","806.62","26618.46","Partner","TRUE"
"255","2026-04-04","206","121","15","1114.93","16723.95","Partner","TRUE"
"256","2025-02-20","14","2","31","315.48","9779.88","Direct","TRUE"
"257","2026-07-04","265","123","30","143.06","4291.8","Partner","TRUE"
"258","2025-08-20","44","30","18","320.74","5773.32","Partner","TRUE"
"259","2026-02-27","138","85","31","1126.54","34922.74","Direct","TRUE"
"260","2026-06-13","85","15","1","120.06","120.06","Partner","TRUE"
"261","2026-06-15","363","26","32","734.29","23497.28","Retail","TRUE"
"262","2026-06-13","134","143","15","67.12","1006.8","Partner","TRUE"
"263","2025-04-01","304","179","34","756.37","25716.58","Online","FALSE"
"264","2025-04-03","449","169","27","1050.21","28355.67","Direct","TRUE"
"265","2024-12-25","182","192","32","1191.1","38115.2","Retail","TRUE"
"266","2025-10-09","391","91","26","93.93","2442.18","Direct","FALSE"
"267","2025-05-13","474","176","38","320.56","12181.28","Direct","TRUE"
"268","2025-10-07","118","111","13","984.45","12797.85","Retail","TRUE"
"269","2026-05-12","180","86","17","43.5","739.5","Partner","FALSE"
"270","2025-09-20","465","165","18","208.23","3748.14","Online","TRUE"
"271","2025-01-04","370","123","30","356.35","10690.5","Retail","TRUE"
"272","2025-08-13","164","168","11","883.34","9716.74","Online","FALSE"
"273","2026-07-07","21","58","20","252.38","5047.6","Direct","TRUE"
"274","2024-11-16","257","50","5","751.66","3758.3","Retail","TRUE"
"275","2026-01-07","335","189","29","32.55","943.95","Direct","TRUE"
"276","2024-10-16","405","48","10","449.48","4494.8","Partner","TRUE"
"277","2024-11-29","480","73","19","726.68","13806.92","Retail","TRUE"
"278","2024-10-19","185","51","13","515.34","6699.42","Retail","FALSE"
"279","2026-08-21","474","146","38","489.54","18602.52","Retail","TRUE"
"280","2025-06-10","389","126","26","884.82","23005.32","Partner","TRUE"
"281","2026-06-03","5","168","37","1034.84","38289.08","Retail","TRUE"
"282","2026-08-27","112","161","37","827.02","30599.74","Retail","TRUE"
"283","2025-04-17","373","200","9","708.85","6379.65","Online","TRUE"
"284","2024-11-02","147","11","36","140.23","5048.28","Direct","FALSE"
"285","2025-07-01","112","157","30","1158.88","34766.4","Direct","TRUE"
"286","2024-11-26","495","86","16","57.3","916.8","Online","TRUE"
"287","2026-05-07","38","116","9","770.22","6931.98","Direct","TRUE"
"288","2026-01-15","485","146","30","149.3","4479","Partner","TRUE"
"289","2026-07-08","16","139","24","349.72","8393.28","Online","FALSE"
"290","2024-12-12","295","66","31","603","18693","Online","TRUE"
"291","2025-04-05","354","49","30","1001.15","30034.5","Partner","TRUE"
"292","2026-09-12","76","66","1","208.72","208.72","Retail","FALSE"
"293","2025-08-09","285","58","39","1107.82","43204.98","Retail","TRUE"
"294","2026-07-23","308","74","33","968.5","31960.5","Online","TRUE"
"295","2025-01-19","116","36","28","1114.51","31206.28","Retail","FALSE"
"296","2025-08-22","402","120","15","1045.94","15689.1","Retail","FALSE"
"297","2026-03-29","245","164","12","884.01","10608.12","Direct","TRUE"
"298","2024-12-19","346","61","6","1164.17","6985.02","Online","TRUE"
"299","2025-11-16","270","153","39","798.45","31139.55","Retail","TRUE"
"300","2025-05-29","21","145","17","113.45","1928.65","Direct","TRUE"
"301","2025-05-04","493","31","23","121.72","2799.56","Retail","TRUE"
"302","2025-01-01","49","180","23","1037.07","23852.61","Partner","TRUE"
"303","2026-01-24","272","158","39","1118.92","43637.88","Online","TRUE"
"304","2025-01-07","373","89","25","984.1","24602.5","Direct","TRUE"
"305","2025-12-04","115","173","20","251.16","5023.2","Retail","TRUE"
"306","2026-06-21","36","180","9","932.84","8395.56","Retail","TRUE"
"307","2026-05-07","377","164","20","442.79","8855.8","Partner","TRUE"
"308","2026-08-24","471","136","3","991.71","2975.13","Retail","TRUE"
"309","2025-04-04","242","142","23","400.18","9204.14","Retail","TRUE"
"310","2026-03-11","353","126","4","323.34","1293.36","Direct","TRUE"
"311","2025-05-14","460","90","30","348.76","10462.8","Partner","TRUE"
"312","2025-10-25","404","46","34","1079.58","36705.72","Direct","TRUE"
"313","2025-04-04","75","36","19","335.74","6379.06","Online","TRUE"
"314","2025-12-07","278","152","23","565.2","12999.6","Partner","TRUE"
"315","2026-04-15","495","123","25","362.86","9071.5","Partner","FALSE"
"316","2026-04-11","289","40","37","1128.88","41768.56","Partner","TRUE"
"317","2026-01-21","77","106","14","211.39","2959.46","Partner","TRUE"
"318","2025-02-22","314","92","1","864.86","864.86","Retail","TRUE"
"319","2025-12-24","308","10","33","1195.87","39463.71","Online","TRUE"
"320","2025-03-17","266","137","8","739.84","5918.72","Online","TRUE"
"321","2026-07-27","385","178","25","1091.99","27299.75","Online","TRUE"
"322","2026-02-22","26","189","4","985.41","3941.64","Retail","FALSE"
"323","2025-12-13","66","22","4","827.94","3311.76","Online","TRUE"
"324","2026-04-11","428","200","39","1009.52","39371.28","Direct","FALSE"
"325","2026-08-29","485","34","34","574.32","19526.88","Direct","TRUE"
"326","2024-11-12","249","113","31","940.7","29161.7","Online","TRUE"
"327","2025-02-05","445","150","13","317.16","4123.08","Partner","TRUE"
"328","2024-09-19","100","200","2","289.37","578.74","Retail","TRUE"
"329","2025-03-08","451","55","34","277.68","9441.12","Online","TRUE"
"330","2026-06-23","327","73","32","549.15","17572.8","Retail","TRUE"
"331","2025-05-02","201","149","18","1060.69","19092.42","Retail","TRUE"
"332","2025-01-18","430","140","15","380.84","5712.6","Online","TRUE"
"333","2026-03-29","158","169","17","172.39","2930.63","Direct","TRUE"
"334","2024-10-19","264","83","36","97.77","3519.72","Retail","TRUE"
"335","2026-06-05","294","69","32","462.83","14810.56","Online","TRUE"
"336","2026-08-17","224","115","32","339.85","10875.2","Partner","TRUE"
"337","2026-04-23","316","26","34","1055.82","35897.88","Direct","TRUE"
"338","2026-03-04","52","16","13","1047.7","13620.1","Direct","TRUE"
"339","2026-04-30","267","195","34","345.44","11744.96","Retail","TRUE"
"340","2024-09-27","477","3","2","493.19","986.38","Retail","TRUE"
"341","2026-01-11","341","171","28","464.26","12999.28","Online","TRUE"
"342","2025-10-15","468","174","36","173.94","6261.84","Direct","TRUE"
"343","2025-04-08","124","149","33","32.28","1065.24","Direct","TRUE"
"344","2025-03-26","129","68","5","793.56","3967.8","Online","TRUE"
"345","2026-08-04","312","182","10","1195.73","11957.3","Online","TRUE"
"346","2024-10-05","245","56","1","1172.46","1172.46","Partner","TRUE"
"347","2024-12-13","208","31","34","1106.24","37612.16","Online","TRUE"
"348","2024-10-11","384","91","5","324.81","1624.05","Retail","TRUE"
"349","2025-02-03","126","98","4","460.6","1842.4","Partner","TRUE"
"350","2024-10-22","153","155","37","755.8","27964.6","Online","TRUE"
"351","2025-09-23","12","61","31","1167.9","36204.9","Online","TRUE"
"352","2025-03-01","37","128","35","760.98","26634.3","Direct","FALSE"
"353","2026-08-28","235","181","20","466.88","9337.6","Direct","TRUE"
"354","2026-08-17","235","177","20","1064.58","21291.6","Retail","TRUE"
"355","2025-04-08","499","19","30","543.12","16293.6","Direct","FALSE"
"356","2026-01-15","110","51","6","854.07","5124.42","Retail","TRUE"
"357","2025-04-08","292","15","15","1175.74","17636.1","Online","TRUE"
"358","2024-09-16","447","198","11","1198.55","13184.05","Retail","TRUE"
"359","2024-11-03","77","105","37","969.83","35883.71","Partner","TRUE"
"360","2025-10-04","388","142","16","160.16","2562.56","Partner","TRUE"
"361","2026-04-15","356","77","25","1110.29","27757.25","Direct","TRUE"
"362","2025-02-05","109","144","22","819.06","18019.32","Direct","TRUE"
"363","2024-10-09","5","126","26","885.75","23029.5","Partner","TRUE"
"364","2025-10-27","311","140","38","823.68","31299.84","Online","TRUE"
"365","2024-12-18","271","200","18","446.93","8044.74","Online","TRUE"
"366","2026-08-05","148","166","16","341.18","5458.88","Retail","FALSE"
"367","2025-09-29","311","119","28","696.23","19494.44","Online","TRUE"
"368","2026-02-19","403","150","29","683.35","19817.15","Online","TRUE"
"369","2024-11-08","363","173","33","174.42","5755.86","Online","FALSE"
"370","2026-03-19","333","152","19","255.34","4851.46","Online","TRUE"
"371","2025-12-20","103","143","14","604.96","8469.44","Direct","TRUE"
"372","2025-05-30","95","171","14","69.45","972.3","Partner","TRUE"
"373","2025-05-13","423","34","2","1047.48","2094.96","Partner","TRUE"
"374","2025-07-11","126","43","29","240.04","6961.16","Online","TRUE"
"375","2025-12-02","399","88","14","253.72","3552.08","Online","TRUE"
"376","2024-11-21","394","148","6","984.18","5905.08","Online","TRUE"
"377","2025-03-24","111","169","9","874.05","7866.45","Direct","FALSE"
"378","2025-10-10","252","34","3","736","2208","Online","TRUE"
"379","2026-06-13","310","97","11","1041.91","11461.01","Retail","FALSE"
"380","2025-06-27","288","85","23","1003.46","23079.58","Partner","FALSE"
"381","2025-04-02","212","55","1","54.65","54.65","Direct","FALSE"
"382","2025-06-20","328","37","35","298.51","10447.85","Partner","FALSE"
"383","2026-03-10","250","40","28","1069.28","29939.84","Retail","TRUE"
"384","2024-10-09","99","176","1","245.23","245.23","Partner","TRUE"
"385","2024-10-16","122","145","17","509.31","8658.27","Retail","TRUE"
"386","2025-10-26","266","11","32","432.97","13855.04","Partner","FALSE"
"387","2025-02-25","207","183","22","349.07","7679.54","Direct","TRUE"
"388","2024-10-28","177","67","39","613.83","23939.37","Online","TRUE"
"389","2026-01-18","441","76","22","929.11","20440.42","Retail","FALSE"
"390","2026-05-29","233","22","18","507.78","9140.04","Direct","TRUE"
"391","2025-07-31","65","5","34","27.28","927.52","Partner","TRUE"
"392","2026-07-22","332","65","30","388.25","11647.5","Partner","TRUE"
"393","2026-04-25","102","128","25","738.48","18462","Partner","FALSE"
"394","2024-11-28","295","85","6","294.19","1765.14","Online","TRUE"
"395","2025-05-08","387","109","31","128.85","3994.35","Partner","FALSE"
"396","2025-10-31","237","188","30","1154.93","34647.9","Retail","TRUE"
"397","2025-09-20","157","14","7","179.33","1255.31","Online","TRUE"
"398","2026-01-22","205","193","3","960.64","2881.92","Partner","TRUE"
"399","2025-01-19","60","138","34","1171.64","39835.76","Retail","TRUE"
